product_id,product_name,product_category,product_weight_kg,fragility_level,is_liquid,premium_level,material_id,material_name,material_type,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,base_cost_per_unit,shipping_category,region_market,strength_norm,weight_capacity_kg_norm,biodegradability_score_norm,co2_emission_score_norm,recyclability_percent_norm,base_cost_per_unit_norm,co2_impact_index,cost_efficiency_index,material_suitability_score
1341,lotion_product_1341,lotion,0.049,medium,1,1,81,Wooden Cosmetic Case,Wood/Bamboo,7,0.145,74.35,50.15,56.48,8.77,standard,Europe,0.5,0.065959953,0.782631579,0.402269693,0.284014485,0.577,0.2191,60.4827582,0.261689474
1342,lip_balm_product_1342,lip_balm,0.329,medium,0,1,60,Tinted Glass Cream Jar,Aluminum,7,1.006,2.47,87.35,96.9,8.77,standard,Other,0.5,0.57302709,0.026,0.898931909,0.981031212,0.577,0.389,8.717693828,0.0347
1343,compact_product_1343,compact,0.363,medium,0,2,42,Recycled Aluminum Deodorant Stick,Aluminum,7,0.554,1.84,86.9,87.17,9.29,standard,North America,0.5,0.306831566,0.019368421,0.892923899,0.813243663,0.629,0.43315,16.76895304,0.017110526
1344,toner_product_1344,toner,0.352,low,1,3,60,Airless Pump Bottle,Other,5,1.161,67.71,59.02,46.03,8.39,express,Europe,0,0.664310954,0.712736842,0.520694259,0.103811002,0.539,0.36005,7.226528848,0.052121053
1345,eyeliner_product_1345,eyeliner,0.465,medium,0,3,129,Glass Dropper Bottle,Glass,8,1.377,0.78,73.45,72.44,10.37,express,Asia,0.75,0.791519434,0.008210526,0.713351135,0.559234351,0.737,0.3723,7.530864192,0.081363158
1346,mascara_product_1346,mascara,0.429,high,0,2,44,Refillable Glass Foundation Bottle,Glass,8,0.84,5.59,70.87,86.04,7.63,express,North America,0.75,0.475265017,0.058842105,0.678905207,0.793757544,0.463,0.2785,9.083333323,0.178752632
1347,foundation_product_1347,foundation,0.36,medium,1,1,58,Wooden Cosmetic Case,Wood/Bamboo,7,0.716,89.7,30.08,74.71,6.73,standard,North America,0.5,0.402237927,0.944210526,0.134312417,0.598379031,0.373,-0.07275,9.399441328,0.371363158
1348,foundation_product_1348,foundation,0.222,medium,1,2,102,Paper Tube Lip Balm Container,Paper/Paperboard,5,0.583,82.37,20.45,81.3,6.32,standard,Asia,0,0.323910483,0.867052632,0.005740988,0.712019314,0.332,-0.202,10.84048026,0.160515789
1349,toner_product_1349,toner,0.036,low,1,2,58,Glass Cosmetic Jar,Glass,8,0.117,2.64,81.02,93.79,10.26,fragile,Other,0.75,0.049469965,0.027789474,0.814419226,0.927401276,0.726,0.34125,87.69230694,0.090536842
1350,compact_product_1350,compact,0.327,medium,0,2,112,Travel-Size Mini Tube,Other,6,0.662,31.96,70,48.2,6.88,standard,Asia,0.25,0.370435807,0.336421053,0.66728972,0.141231247,0.388,0.459,10.39274923,0.084526316
1351,lip_balm_product_1351,lip_balm,0.042,low,0,3,96,Bamboo Mascara Tube,Wood/Bamboo,8,0.123,70.58,32.16,69.88,10.18,standard,Asia,0.75,0.053003534,0.742947368,0.162082777,0.515088808,0.718,-0.0278,82.76422697,0.30748421
1352,compact_product_1352,compact,0.041,medium,0,1,148,Window Cutout Paperboard Box,Paper/Paperboard,5,0.117,94.76,36.25,64.45,5.02,fragile,Asia,0,0.049469965,0.997473684,0.216688919,0.421451974,0.202,0.04025,42.90598254,0.238642105
1353,toner_product_1353,toner,0.441,medium,1,1,69,Tinted Glass Cream Jar,Aluminum,8,0.971,3.13,77.02,86.66,11.64,express,North America,0.75,0.552414605,0.032947368,0.761014686,0.804449043,0.864,0.3369,11.98764159,0.05068421
1354,lotion_product_1354,lotion,0.355,high,1,2,102,Glass Cosmetic Jar,Glass,6,1.098,0.18,86.34,90.23,9.41,standard,Asia,0.25,0.62720848,0.001894737,0.885447263,0.866011381,0.641,0.41225,8.570127497,-0.091731579
1355,lip_balm_product_1355,lip_balm,0.397,high,0,1,135,Squeezable Silicone Tube,Plastic,9,1.179,16.97,44.58,63.3,6.41,standard,North America,1,0.67491166,0.178631579,0.327903872,0.401620969,0.341,0.1293,5.436810852,0.351289474
1356,foundation_product_1356,foundation,0.159,medium,1,1,50,Sugarcane Bioplastic Tube,Bioplastic,8,0.505,67.83,32.85,44.11,8.17,standard,Asia,0.75,0.277974087,0.714,0.17129506,0.070701845,0.517,0.10795,16.17821779,0.3591
1357,eyeliner_product_1357,eyeliner,0.089,low,0,2,124,Airless Pump Bottle,Other,7,0.254,33.01,66.45,56.06,5.72,express,Asia,0.5,0.130153121,0.347473684,0.619893191,0.276771857,0.272,0.3842,22.51968495,0.222642105
1358,mascara_product_1358,mascara,0.322,high,0,2,60,Compostable Pouch with Valve,Bioplastic,8,0.672,70.64,31.38,69.6,6.05,express,Asia,0.75,0.376325088,0.743578947,0.151668892,0.51026039,0.305,-0.0342,9.002976177,0.431573684
1359,lip_balm_product_1359,lip_balm,0.077,medium,0,1,10,Recycled Glass Perfume Bottle,Glass,6,0.203,0.11,82.9,88.5,10.98,express,Europe,0.25,0.100117786,0.001157895,0.839519359,0.836178651,0.798,0.3865,54.08866968,-0.139052632
1360,mascara_product_1360,mascara,0.477,medium,0,1,55,Metalized Paperboard Box,Aluminum,7,1.486,4.14,77.14,79.26,12.83,fragile,Asia,0.5,0.855712603,0.043578947,0.762616822,0.676840835,0.983,0.3751,8.633916549,-0.081826316
1361,compact_product_1361,compact,0.377,low,0,1,43,Refillable Glass Foundation Bottle,Glass,7,0.748,5.64,84.73,88.13,11.12,express,Asia,0.5,0.421083628,0.059368421,0.863951936,0.829798241,0.812,0.40665,14.86631014,-0.025789474
1362,eyeliner_product_1362,eyeliner,0.367,low,0,3,2,Rigid Kraft Paper Box,Paper/Paperboard,5,0.746,92.94,26.38,79.36,3.7,standard,Asia,0,0.419905771,0.978315789,0.084913218,0.67856527,0.07,-0.133,4.959785516,0.272494737
1363,lotion_product_1363,lotion,0.12,medium,1,2,60,Recycled HDPE Tube,Plastic,8,0.336,10.69,41.93,50.77,6.43,standard,Asia,0.75,0.17844523,0.112526316,0.292523364,0.185549233,0.343,0.16545,19.1369047,0.230857895
1364,foundation_product_1364,foundation,0.267,low,1,2,133,Refillable Stick Container,Plastic,7,0.601,30,46.53,47.06,5.43,express,Asia,0.5,0.334511189,0.315789474,0.353938585,0.121572685,0.243,0.23,9.034941749,0.221836842
1365,eyeliner_product_1365,eyeliner,0.034,medium,0,3,130,Bamboo Dropper Bottle,Wood/Bamboo,6,0.119,75.02,48.65,75.03,10.3,standard,Asia,0.25,0.050647821,0.789684211,0.382242991,0.603897224,0.73,0.11135,86.55462112,0.117905263
1366,cream_product_1366,cream,0.044,low,0,2,24,Travel-Size Mini Tube,Other,8,0.154,59.86,74.73,64.54,6.32,express,North America,0.75,0.071260306,0.630105263,0.730440587,0.423003966,0.332,0.4246,41.03896077,0.389431579
1367,foundation_product_1367,foundation,0.472,medium,1,1,5,Frosted Glass Serum Bottle,Glass,8,1.345,6.94,86.61,84.4,9.84,standard,Asia,0.75,0.772673733,0.073052632,0.889052069,0.765476806,0.684,0.4441,7.315985125,0.116715789
1368,eyeliner_product_1368,eyeliner,0.154,high,0,2,95,PCR Plastic Lotion Bottle,Plastic,7,0.515,5.73,44.68,71.26,7.05,express,Asia,0.5,0.283863369,0.060315789,0.329238985,0.538886015,0.405,0.0905,13.68932036,0.096594737
1369,toner_product_1369,toner,0.459,low,1,2,98,Molded Pulp Tray,Molded Pulp,8,1.537,87.36,43.53,81.9,3.59,standard,Asia,0.75,0.885747938,0.919578947,0.31388518,0.722365925,0.059,0.0258,2.335718931,0.558173684
1370,lotion_product_1370,lotion,0.315,medium,1,2,69,Aluminium Cosmetic Tin,Aluminum,7,0.579,4.66,79.87,84.85,10.47,fragile,Asia,0.5,0.32155477,0.049052632,0.799065421,0.773236765,0.747,0.37445,18.08290152,-0.009384211
1371,eyeliner_product_1371,eyeliner,0.462,medium,0,1,25,Refillable Acrylic Jar,Plastic,9,1.302,14.42,66.46,42.2,7.76,standard,Asia,1,0.747349823,0.151789474,0.620026702,0.037765132,0.476,0.4536,5.960061439,0.302736842
1372,cream_product_1372,cream,0.331,low,0,1,24,Tinted Glass Cream Jar,Aluminum,8,0.805,1.9,83.19,75.67,7.35,standard,Asia,0.75,0.454652532,0.02,0.843391188,0.614933609,0.435,0.45355,9.130434771,0.1755
1373,mascara_product_1373,mascara,0.329,high,0,1,1,Refillable Stick Container,Plastic,9,0.667,36.13,61.5,72.22,7.96,express,Europe,1,0.373380447,0.380315789,0.553805073,0.555440593,0.496,0.2539,11.93403297,0.365294737
1374,lipstick_product_1374,lipstick,0.332,high,0,2,7,Paper Tube Lip Balm Container,Paper/Paperboard,8,0.643,93.45,21.92,93.64,3.98,express,Asia,0.75,0.359246172,0.983684211,0.025367156,0.924814623,0.098,-0.249,6.189735605,0.565705263
1375,serum_product_1375,serum,0.057,medium,1,1,80,Compostable Pouch with Valve,Bioplastic,7,0.108,61.43,49.24,41.93,7.94,fragile,Asia,0.5,0.044169611,0.646631579,0.39012016,0.033109157,0.494,0.28275,73.51851784,0.245789474
1376,foundation_product_1376,foundation,0.107,medium,1,1,139,Paper Tube Lip Balm Container,Paper/Paperboard,5,0.229,74.67,38.46,76.78,4.81,standard,Europe,0,0.115429917,0.786,0.246194927,0.63407484,0.181,0.0007,21.00436672,0.1815
1377,serum_product_1377,serum,0.307,low,1,1,12,Metalized Paperboard Box,Aluminum,7,0.857,3.11,89.01,91.69,11.15,express,North America,0.5,0.485276796,0.032736842,0.921094793,0.891188136,0.815,0.43165,13.01050174,-0.034678947
1378,lip_balm_product_1378,lip_balm,0.468,medium,0,1,67,Travel-Size Mini Tube,Other,5,1.204,53.14,46.26,66.55,8.95,fragile,Asia,0,0.689634864,0.559368421,0.350333778,0.457665115,0.595,0.12985,7.433554811,-0.010689474
1379,lipstick_product_1379,lipstick,0.272,high,0,3,55,Refillable Stick Container,Plastic,9,0.89,8.36,47.43,50.91,7.91,standard,Asia,1,0.504711425,0.088,0.365954606,0.187963442,0.491,0.21975,8.887640439,0.2791
1380,eyeliner_product_1380,eyeliner,0.425,medium,0,2,103,Airless Pump Bottle,Other,5,1.233,46.33,60.74,41.44,6.41,express,Europe,0,0.706713781,0.487684211,0.543658211,0.024659424,0.341,0.4002,5.198702348,0.044005263
1381,toner_product_1381,toner,0.443,medium,1,2,149,Squeezable Silicone Tube,Plastic,9,1.382,34.72,44.16,41.23,7.74,standard,North America,1,0.794464075,0.365473684,0.322296395,0.02103811,0.474,0.23545,5.600578867,0.367442105
1382,mascara_product_1382,mascara,0.34,low,0,3,140,Stackable Sample Pot,Plastic,8,1.021,9.82,47.34,47.72,4.88,standard,Asia,0.75,0.581861013,0.103368421,0.364753004,0.132953958,0.188,0.2348,4.779627811,0.274610526
1383,lip_balm_product_1383,lip_balm,0.49,medium,0,2,27,Bamboo Dropper Bottle,Wood/Bamboo,6,1.209,62.23,50.38,71.26,7.9,standard,North America,0.25,0.692579505,0.655052632,0.405340454,0.538886015,0.49,0.1475,6.534325884,0.149515789
1384,serum_product_1384,serum,0.458,medium,1,3,56,Tinted Glass Cream Jar,Aluminum,9,1.461,1.86,72.78,97.34,10.44,standard,Asia,1,0.840989399,0.019578947,0.704405874,0.988618727,0.744,0.2411,7.14579055,0.182673684
1385,lipstick_product_1385,lipstick,0.228,high,0,2,60,Tinted Glass Cream Jar,Aluminum,7,0.712,0.38,84.5,78.17,7.25,standard,Asia,0.5,0.399882214,0.004,0.860881175,0.65804449,0.425,0.45415,10.18258426,0.0737
1386,lip_balm_product_1386,lip_balm,0.38,medium,0,1,6,PLA Bioplastic Bottle,Bioplastic,7,0.846,61.4,45.6,47.44,5.38,standard,North America,0.5,0.478798586,0.646315789,0.341522029,0.128125539,0.238,0.2188,6.359338054,0.322494737
1387,compact_product_1387,compact,0.439,high,0,3,133,Tinted Glass Cream Jar,Aluminum,8,1.294,2.03,82.93,79.48,10.67,express,Europe,0.75,0.742638398,0.021368421,0.839919893,0.680634592,0.767,0.4319,8.245749607,0.076310526
1388,mascara_product_1388,mascara,0.217,medium,0,2,136,Paper Tube Lip Balm Container,Paper/Paperboard,6,0.375,71.58,43.56,94.46,3.38,standard,North America,0.25,0.201413427,0.753473684,0.314285714,0.938954992,0.038,-0.0367,9.013333309,0.314642105
1389,lip_balm_product_1389,lip_balm,0.318,medium,0,2,53,Airless Pump Bottle,Other,6,0.752,56.4,65.68,75.89,6.16,express,Asia,0.25,0.42343934,0.593684211,0.609612817,0.618727367,0.316,0.27735,8.191489351,0.183305263
1390,serum_product_1390,serum,0.394,low,1,2,35,Sugarcane Bioplastic Tube,Bioplastic,6,0.822,80.29,49.23,68.91,8.87,express,North America,0.25,0.464664311,0.845157895,0.389986649,0.498361787,0.587,0.14775,10.79075424,0.177447368
1391,mascara_product_1391,mascara,0.293,medium,0,2,1,Compostable Pouch with Valve,Bioplastic,8,1.019,79.81,39.9,66.31,5.43,fragile,North America,0.75,0.580683156,0.840105263,0.265420561,0.45352647,0.243,0.06745,5.328753675,0.479131579
1392,lip_balm_product_1392,lip_balm,0.291,low,0,2,89,Aluminium Spray Bottle,Aluminum,8,0.687,1.13,76.01,88.22,10.36,standard,Asia,0.75,0.38515901,0.011894737,0.74753004,0.831350233,0.736,0.319,15.0800582,0.082768421
1393,cream_product_1393,cream,0.074,low,0,2,76,Metalized Paperboard Box,Aluminum,7,0.153,1.6,84.3,91.59,10.3,express,Asia,0.5,0.070671378,0.016842105,0.858210948,0.889463701,0.73,0.38505,67.320261,-0.013947368
1394,lotion_product_1394,lotion,0.295,low,1,2,108,Compostable Pouch with Valve,Bioplastic,7,0.946,60.72,40.36,44.37,7.32,standard,Europe,0.5,0.537691401,0.639157895,0.271562083,0.075185377,0.432,0.18175,7.737843544,0.262147368
1395,mascara_product_1395,mascara,0.372,medium,0,2,61,Bamboo Dropper Bottle,Wood/Bamboo,7,0.781,94.42,25.76,74.15,7.32,express,Asia,0.5,0.440518257,0.993894737,0.076635514,0.588722193,0.432,-0.11315,9.37259922,0.368568421
1396,serum_product_1396,serum,0.171,low,1,2,43,Bamboo Fiber Compact Case,Wood/Bamboo,7,0.325,92.43,49.47,76.08,7.67,standard,Asia,0.5,0.17196702,0.972947368,0.393190921,0.622003794,0.467,0.1143,23.59999993,0.35178421
1397,foundation_product_1397,foundation,0.342,low,1,2,33,PETG Lotion Bottle,Plastic,7,0.804,21.78,52.9,68.78,6.24,fragile,Asia,0.5,0.454063604,0.229263158,0.438985314,0.496120021,0.324,0.1851,7.76119402,0.171578947
1398,lip_balm_product_1398,lip_balm,0.289,low,0,1,16,Window Cutout Paperboard Box,Paper/Paperboard,6,0.749,73.88,30.36,82.02,6.13,fragile,North America,0.25,0.421672556,0.777684211,0.138050734,0.724435247,0.313,-0.1065,8.18424565,0.239405263
1399,cream_product_1399,cream,0.375,low,0,3,45,Metalized Paperboard Box,Aluminum,8,1.184,2.38,91.42,87.7,7.28,standard,Europe,0.75,0.677856301,0.025052632,0.953271028,0.822383169,0.428,0.4757,6.148648643,0.179115789
1400,lipstick_product_1400,lipstick,0.084,medium,0,1,52,Recycled HDPE Tube,Plastic,8,0.155,7.07,68.73,45.91,6.98,express,Other,0.75,0.071849234,0.074421053,0.650333778,0.10174168,0.398,0.45775,45.03225777,0.202926316
1401,compact_product_1401,compact,0.334,medium,0,2,124,Aluminium Cosmetic Tin,Aluminum,9,1.012,1.49,81.2,82.47,7.66,express,Asia,1,0.576560659,0.015684211,0.81682243,0.732195206,0.466,0.39965,7.569169953,0.264905263
1402,serum_product_1402,serum,0.175,medium,1,2,44,Refillable Metal Compact Case,Aluminum,7,0.292,1.2,76.42,82.06,10.59,standard,Asia,0.5,0.152532391,0.012631579,0.753004005,0.725125022,0.759,0.3539,36.26712316,-0.023910526
1403,lipstick_product_1403,lipstick,0.377,medium,0,2,88,Bamboo Fiber Compact Case,Wood/Bamboo,8,1.177,67.28,36.53,69.04,9.06,fragile,Asia,0.75,0.673733804,0.708210526,0.220427236,0.500603552,0.606,0.0201,7.697536102,0.330663158
1404,serum_product_1404,serum,0.43,medium,1,2,26,Glass Dropper Bottle,Glass,8,0.699,4.36,67.69,71.48,8.03,express,Other,0.75,0.392226148,0.045894737,0.636448598,0.542679772,0.503,0.3195,11.48783975,0.162868421
1405,compact_product_1405,compact,0.262,low,0,1,142,PETG Lotion Bottle,Plastic,7,0.788,22.34,67.38,64.35,4.16,standard,Asia,0.5,0.444640754,0.235157895,0.632309746,0.419727539,0.116,0.35205,5.279187811,0.235747368
1406,toner_product_1406,toner,0.331,high,1,2,139,Recycled Glass Perfume Bottle,Glass,6,0.926,3.06,87.94,75.48,10.4,express,Other,0.25,0.525912838,0.032210526,0.906809079,0.611657182,0.74,0.502,11.2311015,-0.112336842
1407,lipstick_product_1407,lipstick,0.276,high,0,1,149,Window Cutout Paperboard Box,Paper/Paperboard,5,0.538,76.89,32.48,70.92,6.69,express,Europe,0,0.297408716,0.809368421,0.16635514,0.533022935,0.369,-0.0298,12.43494421,0.132110526
1408,compact_product_1408,compact,0.168,low,0,2,99,Metalized Paperboard Box,Aluminum,9,0.355,0.82,71.59,94.65,10.38,express,Asia,1,0.189634864,0.008631579,0.688518024,0.942231419,0.738,0.24265,29.23943654,0.181189474
1409,lipstick_product_1409,lipstick,0.476,high,0,3,109,PCR Plastic Lotion Bottle,Plastic,8,1.283,6.01,45.12,48.44,7.06,fragile,Other,0.75,0.736160188,0.063263158,0.335113485,0.145369891,0.406,0.209,5.502727977,0.197178947
1410,mascara_product_1410,mascara,0.209,low,0,2,114,Bamboo Fiber Compact Case,Wood/Bamboo,6,0.355,71.79,48.85,55.73,8.7,standard,Asia,0.25,0.189634864,0.755684211,0.384913218,0.271081221,0.57,0.20985,24.50704218,0.155705263
1411,foundation_product_1411,foundation,0.425,medium,1,1,45,Travel-Size Mini Tube,Other,6,0.801,39.68,65.12,45.73,5.65,express,Asia,0.25,0.45229682,0.417684211,0.602136182,0.098637696,0.265,0.42255,7.053682888,0.145805263
1412,lotion_product_1412,lotion,0.308,low,1,2,20,Window Cutout Paperboard Box,Paper/Paperboard,7,0.958,75.63,36.53,76.41,5,express,Asia,0.5,0.544758539,0.796105263,0.220427236,0.62769443,0.2,-0.01675,5.219206675,0.378831579
1413,mascara_product_1413,mascara,0.409,low,0,2,4,Metalized Paperboard Box,Aluminum,7,1.354,3.8,93.24,88.82,10.81,standard,Asia,0.5,0.777974087,0.04,0.977570093,0.841696844,0.781,0.4883,7.98375184,-0.0223
1414,foundation_product_1414,foundation,0.322,low,1,2,146,Window Cutout Paperboard Box,Paper/Paperboard,5,0.676,92.05,38.74,78.81,4.85,standard,North America,0,0.378680801,0.968947368,0.249933244,0.669080876,0.185,-0.00665,7.174556202,0.235184211
1415,mascara_product_1415,mascara,0.091,high,0,2,95,Bamboo Fiber Compact Case,Wood/Bamboo,8,0.173,62.28,36.98,73.32,10.84,express,Europe,0.75,0.082449941,0.655578947,0.226435247,0.574409381,0.784,0.0032,62.65895918,0.261473684
1416,lipstick_product_1416,lipstick,0.123,high,0,2,43,Recycled Cardboard Sleeve,Paper/Paperboard,5,0.383,80.27,33.64,76.17,6.6,fragile,Asia,0,0.206124853,0.844947368,0.181842457,0.623555785,0.36,-0.04445,17.23237593,0.145484211
1417,lipstick_product_1417,lipstick,0.229,high,0,1,19,Recycled PET Bottle,Plastic,7,0.448,16.61,53.82,78.22,5.25,standard,North America,0.5,0.244405182,0.174842105,0.451268358,0.658906708,0.225,0.1471,11.71874997,0.184952632
1418,toner_product_1418,toner,0.343,medium,1,1,142,Paper Tube Lip Balm Container,Paper/Paperboard,7,0.731,93.35,24.88,89.53,6.27,standard,Asia,0.5,0.411071849,0.982631579,0.064886515,0.853940335,0.327,-0.19885,8.57729137,0.396689474
1419,eyeliner_product_1419,eyeliner,0.283,low,0,2,10,Refillable Stick Container,Plastic,8,0.711,20.32,65.66,42.01,7.53,standard,Other,0.75,0.399293286,0.213894737,0.609345794,0.034488705,0.453,0.44655,10.59071728,0.228268421
1420,compact_product_1420,compact,0.287,high,0,1,48,Sugarcane Bioplastic Tube,Bioplastic,6,0.936,81.77,52.22,62.95,7.03,fragile,Asia,0.25,0.53180212,0.860736842,0.429906542,0.395585446,0.403,0.20745,7.510683753,0.237321053
1421,lipstick_product_1421,lipstick,0.447,medium,0,2,121,Recycled Aluminum Deodorant Stick,Aluminum,8,1.234,3.62,74.01,91.15,11.15,fragile,Europe,0.75,0.707302709,0.038105263,0.72082777,0.881876186,0.815,0.28435,9.035656395,0.066931579
1422,foundation_product_1422,foundation,0.356,low,1,1,101,PLA Bioplastic Bottle,Bioplastic,7,0.646,68.04,41.43,50.64,5.24,fragile,North America,0.5,0.361012956,0.716210526,0.285847797,0.183307467,0.224,0.1611,8.111455096,0.347663158
1423,eyeliner_product_1423,eyeliner,0.063,low,0,1,112,Sugarcane Bioplastic Tube,Bioplastic,8,0.174,70.02,46.4,43.07,7.57,express,Asia,0.75,0.083038869,0.737052632,0.352202937,0.052767719,0.457,0.24865,43.50574688,0.384015789
1424,serum_product_1424,serum,0.302,low,1,2,91,FSC Paperboard Carton,Paper/Paperboard,5,1.026,80.1,39.36,81.21,4.98,express,Europe,0,0.584805653,0.843157895,0.258210948,0.710467322,0.198,-0.01245,4.853801165,0.193547368
1425,compact_product_1425,compact,0.32,medium,0,2,74,PCR Plastic Lotion Bottle,Plastic,9,1.066,34.31,63.9,46.11,5.46,standard,Other,1,0.608362779,0.361157895,0.585847797,0.10519055,0.246,0.40845,5.121951215,0.434547368
1426,foundation_product_1426,foundation,0.363,medium,1,1,46,Window Cutout Paperboard Box,Paper/Paperboard,6,0.899,82.94,36.44,77.91,3.11,express,Europe,0.25,0.510011778,0.873052632,0.219225634,0.653560959,0.011,-0.02515,3.459399329,0.358615789
1427,toner_product_1427,toner,0.255,high,1,1,35,PLA Bioplastic Bottle,Bioplastic,6,0.784,85.38,36.19,61.32,7.93,express,Asia,0.25,0.442285041,0.898736842,0.21588785,0.367477151,0.493,0.0553,10.11479591,0.221721053
1428,cream_product_1428,cream,0.214,low,0,1,138,PETG Lotion Bottle,Plastic,8,0.748,19.05,55.85,44.91,6.16,express,North America,0.75,0.421083628,0.200526316,0.478371162,0.084497327,0.316,0.33395,8.235294107,0.265357895
1429,cream_product_1429,cream,0.447,high,0,1,45,Metalized Paperboard Box,Aluminum,9,1.331,2.53,94.15,96.78,11.1,express,Asia,1,0.764428739,0.026631579,0.989719626,0.97896189,0.81,0.4576,8.339594284,0.164989474
1430,serum_product_1430,serum,0.156,high,1,3,22,Refillable Stick Container,Plastic,7,0.379,14.59,62.24,76.89,4.12,express,Other,0.5,0.20376914,0.153578947,0.563684913,0.635971719,0.112,0.23795,10.87071237,0.212473684
1431,serum_product_1431,serum,0.144,low,1,2,105,Compostable Pouch with Valve,Bioplastic,7,0.237,85.57,46.07,50.08,8.08,standard,North America,0.5,0.120141343,0.900736842,0.347797063,0.173650629,0.508,0.2103,34.09282686,0.317821053
1432,cream_product_1432,cream,0.047,low,0,1,104,Paper Tube Lip Balm Container,Paper/Paperboard,8,0.146,83.39,20.41,68.8,6.69,fragile,Other,0.75,0.066548881,0.877789474,0.005206943,0.496464908,0.369,-0.1399,45.82191749,0.452636842
1433,eyeliner_product_1433,eyeliner,0.025,high,0,1,52,Refillable Acrylic Jar,Plastic,7,0.074,13.57,40.08,76.48,6.49,standard,Asia,0.5,0.024146054,0.142842105,0.267823765,0.628901535,0.349,0.0184,87.70270152,0.138152632
1434,lipstick_product_1434,lipstick,0.393,medium,0,2,3,Molded Pulp Tray,Molded Pulp,5,1.185,94.88,20.64,91.49,3.02,express,Other,0,0.678445229,0.998736842,0.008277704,0.887739265,0.002,-0.25105,2.548523205,0.299021053
